farmer_id,age,gender,education,land_size_acres,annual_income,crop_type,state,district,region,is_member_fpo,has_taken_crop_insurance,eligible_pmfby,eligible_pmkisan,eligible_fpo_support
1901,37,Female,None,5.7,86406.73,Cotton,Tamil Nadu,Salem,East,0,0,0,0,0
1902,49,Male,Secondary,5.56,276561.63,Cotton,Maharashtra,Aurangabad,North,0,1,0,0,0
1903,53,Male,None,0.84,144346.95,Sugarcane,Gujarat,Ahmedabad,North,0,1,0,1,0
1904,67,Male,None,9.53,118817.09,Cotton,Tamil Nadu,Madurai,West,1,0,0,0,0
1905,21,Female,Primary,3.12,292148.58,Rice,Gujarat,Rajkot,West,0,0,1,0,0
1906,44,Female,Higher,0.65,192562.57,Rice,Gujarat,Rajkot,North,0,0,0,0,0
1907,34,Female,None,1.23,78874.35,Wheat,Karnataka,Mysuru,South,1,0,1,1,0
1908,29,Female,Higher,6.01,272078.35,Rice,Bihar,Bhagalpur,West,0,0,1,0,0
1909,39,Male,None,1.81,199636.08,Wheat,Gujarat,Ahmedabad,West,0,1,1,0,0
1910,34,Male,None,0.9,369913.22,Rice,Punjab,Bathinda,South,0,1,0,0,0
1911,27,Male,Higher,4.11,60350.17,Cotton,Gujarat,Vadodara,South,0,1,0,0,0
1912,18,Female,Primary,6.42,314100.49,Maize,Maharashtra,Nagpur,West,0,0,0,0,0
1913,39,Female,None,1.56,223881.73,Cotton,Karnataka,Belagavi,North,1,1,0,0,0
1914,43,Male,Higher,3.48,208970.32,Sugarcane,Punjab,Ludhiana,West,0,0,0,0,0
1915,35,Male,None,4.47,123820.97,Wheat,Tamil Nadu,Coimbatore,South,0,1,1,0,0
1916,67,Female,Secondary,2.01,24908.75,Maize,Gujarat,Bhavnagar,West,1,1,1,0,1
1917,31,Male,Secondary,5.31,425367.71,Rice,Tamil Nadu,Madurai,East,1,1,0,0,1
1918,64,Male,Secondary,1.31,169940.94,Cotton,Bihar,Gaya,South,0,0,0,0,0
1919,46,Female,Secondary,0.94,343734.61,Wheat,Tamil Nadu,Coimbatore,West,0,0,0,0,0
1920,29,Female,Primary,5.44,474317.83,Wheat,Punjab,Bathinda,East,1,1,0,0,0
1921,53,Female,Secondary,2.86,286845.25,Rice,Karnataka,Belagavi,South,1,0,1,0,1
1922,52,Male,Higher,1.41,204601.98,Wheat,Bihar,Muzaffarpur,East,0,0,1,0,0
1923,69,Female,None,4.53,141454.05,Rice,Punjab,Bathinda,North,0,0,1,0,0
1924,29,Male,Higher,9.19,467681.46,Rice,Karnataka,Mangaluru,South,0,1,0,0,0
1925,24,Male,Secondary,7.38,344217.64,Cotton,Punjab,Jalandhar,East,0,0,0,0,0
1926,46,Female,Primary,8.25,335987.88,Wheat,Tamil Nadu,Madurai,North,1,0,0,0,0
1927,28,Male,Secondary,8.78,218817.58,Sugarcane,Punjab,Jalandhar,East,0,0,0,0,0
1928,50,Female,Secondary,9.74,424073.87,Sugarcane,Bihar,Bhagalpur,South,0,0,0,0,0
1929,23,Female,Primary,7.75,359699.37,Cotton,Punjab,Patiala,South,0,0,0,0,0
1930,64,Male,Primary,6.28,148759.8,Cotton,Maharashtra,Pune,South,0,1,0,0,0
1931,32,Male,Primary,3.97,303793.54,Rice,Tamil Nadu,Coimbatore,North,0,1,0,0,0
1932,49,Female,Primary,2.23,220795.04,Sugarcane,Punjab,Bathinda,West,0,1,0,0,0
1933,68,Female,Primary,7.02,13229.18,Wheat,Karnataka,Belagavi,South,1,0,1,0,0
1934,28,Female,Primary,9.95,405735.48,Sugarcane,Tamil Nadu,Salem,North,1,0,0,0,0
1935,40,Female,None,4.94,70186.87,Cotton,Gujarat,Surat,North,0,0,0,0,0
1936,43,Female,Secondary,7.37,259877.71,Cotton,Karnataka,Mysuru,South,1,0,0,0,1
1937,51,Female,Secondary,5.2,174750.83,Rice,Bihar,Purnia,South,0,0,1,0,0
1938,63,Male,Primary,4.6,177623.63,Wheat,Gujarat,Vadodara,South,0,0,1,0,0
1939,51,Male,Higher,4.4,243908.79,Cotton,Gujarat,Ahmedabad,South,1,1,0,0,1
1940,46,Male,Primary,5.29,498541.32,Wheat,Gujarat,Bhavnagar,West,0,0,0,0,0
1941,21,Male,None,3.99,210106.04,Sugarcane,Maharashtra,Aurangabad,West,0,0,0,0,0
1942,34,Female,Higher,7.61,99341.32,Rice,Punjab,Bathinda,East,0,1,1,0,0
1943,52,Male,None,8.81,310667.11,Sugarcane,Tamil Nadu,Coimbatore,West,1,0,0,0,0
1944,30,Male,Higher,8.89,125780.98,Cotton,Punjab,Bathinda,East,0,0,0,0,0
1945,58,Female,Higher,2.66,61719.08,Cotton,Punjab,Patiala,East,0,1,0,0,0
1946,56,Male,Primary,9.01,34585.34,Wheat,Tamil Nadu,Chennai,North,0,0,1,0,0
1947,32,Female,None,3.74,21211.82,Cotton,Gujarat,Bhavnagar,West,0,0,0,0,0
1948,46,Female,Higher,3.44,221270.68,Wheat,Gujarat,Rajkot,West,0,0,1,0,0
1949,46,Female,None,7.4,219095.63,Maize,Maharashtra,Nashik,West,0,0,1,0,0
1950,28,Female,Primary,3.39,100917.25,Cotton,Maharashtra,Mumbai,North,0,0,0,0,0
1951,69,Female,Primary,1.0,394169.34,Sugarcane,Bihar,Muzaffarpur,East,0,0,0,0,0
1952,49,Male,Primary,4.05,73342.61,Sugarcane,Tamil Nadu,Tiruchirappalli,West,1,1,0,0,0
1953,19,Male,Primary,7.35,458505.42,Wheat,Tamil Nadu,Chennai,South,0,0,0,0,0
1954,64,Male,Secondary,3.61,297912.23,Maize,Karnataka,Belagavi,North,0,0,1,0,0
1955,31,Female,Higher,6.48,23532.02,Cotton,Karnataka,Mangaluru,North,0,1,0,0,0
1956,37,Male,Secondary,6.77,481856.59,Rice,Karnataka,Hubballi,North,0,0,0,0,0
1957,39,Male,Primary,7.47,160891.22,Rice,Maharashtra,Nagpur,North,0,0,1,0,0
1958,28,Male,Higher,9.02,230487.73,Sugarcane,Bihar,Bhagalpur,East,1,0,0,0,1
1959,44,Male,Higher,4.61,149291.66,Cotton,Bihar,Purnia,East,1,0,0,0,1
1960,20,Female,None,2.08,366926.44,Rice,Gujarat,Bhavnagar,West,0,0,0,0,0
1961,34,Male,Primary,3.53,247983.31,Wheat,Punjab,Patiala,West,1,0,1,0,0
1962,61,Female,Secondary,4.61,74862.75,Cotton,Bihar,Patna,North,1,0,0,0,1
1963,45,Female,None,7.28,61059.94,Sugarcane,Karnataka,Mysuru,South,1,1,0,0,0
1964,46,Male,Higher,0.62,365433.95,Maize,Tamil Nadu,Salem,East,1,0,0,0,1
1965,38,Female,Secondary,3.5,126169.89,Wheat,Punjab,Amritsar,North,0,1,1,0,0
1966,64,Female,Primary,7.91,77518.75,Wheat,Gujarat,Ahmedabad,East,0,0,1,0,0
1967,33,Female,Secondary,6.87,254719.52,Cotton,Maharashtra,Aurangabad,North,1,0,0,0,1
1968,54,Female,Secondary,7.45,403354.99,Maize,Bihar,Muzaffarpur,South,0,0,0,0,0
1969,37,Female,Secondary,8.21,146603.55,Wheat,Gujarat,Ahmedabad,North,0,1,1,0,0
1970,23,Female,None,7.94,145451.49,Maize,Tamil Nadu,Salem,North,0,1,1,0,0
1971,36,Female,Higher,6.98,418601.82,Sugarcane,Karnataka,Mysuru,North,1,0,0,0,1
1972,22,Male,Secondary,4.68,82438.56,Wheat,Maharashtra,Nagpur,South,0,1,1,0,0
1973,20,Male,Higher,9.84,312196.52,Rice,Maharashtra,Nashik,West,0,1,0,0,0
1974,18,Female,None,5.91,477956.61,Sugarcane,Bihar,Patna,West,0,1,0,0,0
1975,55,Female,Primary,2.43,422238.54,Sugarcane,Tamil Nadu,Madurai,West,0,1,0,0,0
1976,32,Male,Primary,3.28,40289.46,Wheat,Karnataka,Mangaluru,North,0,0,1,0,0
1977,51,Male,Secondary,7.09,166756.33,Rice,Karnataka,Mysuru,West,1,1,1,0,1
1978,52,Male,None,9.29,79763.49,Maize,Karnataka,Mysuru,North,1,1,1,0,0
1979,66,Male,Primary,2.2,475127.91,Rice,Karnataka,Belagavi,East,1,0,0,0,0
1980,42,Female,None,1.28,493111.37,Sugarcane,Bihar,Purnia,North,0,1,0,0,0
1981,41,Female,None,8.87,125146.58,Wheat,Gujarat,Ahmedabad,East,0,0,1,0,0
1982,29,Male,Secondary,9.2,338152.53,Rice,Gujarat,Bhavnagar,North,1,0,0,0,1
1983,35,Male,Secondary,3.13,422399.55,Rice,Gujarat,Bhavnagar,South,1,0,0,0,1
1984,32,Male,None,4.08,124503.34,Sugarcane,Bihar,Gaya,South,1,0,0,0,0
1985,61,Male,None,6.77,101963.51,Maize,Tamil Nadu,Tiruchirappalli,West,0,1,1,0,0
1986,33,Female,Secondary,3.63,15493.4,Rice,Punjab,Bathinda,South,0,0,1,0,0
1987,44,Male,None,8.83,211861.6,Rice,Bihar,Gaya,North,1,0,1,0,0
1988,25,Male,Secondary,1.52,450724.36,Cotton,Karnataka,Mysuru,South,0,1,0,0,0
1989,63,Male,Higher,0.86,452460.03,Sugarcane,Gujarat,Rajkot,South,0,1,0,0,0
1990,42,Female,None,2.48,72594.13,Cotton,Gujarat,Vadodara,North,1,0,0,0,0
1991,34,Female,Secondary,3.22,110132.72,Sugarcane,Tamil Nadu,Madurai,West,1,0,0,0,1
1992,46,Female,None,1.57,209943.19,Sugarcane,Karnataka,Belagavi,West,0,0,0,0,0
1993,25,Male,Secondary,1.12,392506.03,Cotton,Bihar,Patna,West,0,0,0,0,0
1994,32,Male,None,7.68,309807.23,Maize,Gujarat,Bhavnagar,East,1,1,0,0,0
1995,44,Male,Primary,2.06,261786.37,Maize,Tamil Nadu,Madurai,West,0,1,1,0,0
1996,63,Female,Primary,9.18,300046.62,Sugarcane,Karnataka,Mangaluru,North,1,0,0,0,0
1997,67,Female,None,4.0,57137.85,Cotton,Gujarat,Bhavnagar,West,1,0,0,0,0
1998,69,Male,Primary,6.87,244055.18,Rice,Punjab,Patiala,North,1,1,1,0,0
1999,24,Male,None,2.64,496111.01,Sugarcane,Maharashtra,Aurangabad,East,0,0,0,0,0
2000,20,Female,None,2.78,53338.61,Sugarcane,Maharashtra,Pune,South,0,0,0,0,0
2001,46,Male,Higher,5.96,264430.87,Wheat,Gujarat,Rajkot,North,0,1,1,0,0
2002,61,Male,Higher,5.83,154868.14,Maize,Karnataka,Mysuru,East,0,0,1,0,0
2003,41,Male,Primary,7.8,274557.52,Cotton,Gujarat,Bhavnagar,East,0,0,0,0,0
2004,20,Female,Higher,7.7,291171.19,Rice,Maharashtra,Aurangabad,South,0,0,1,0,0
2005,37,Male,Higher,6.87,292961.72,Rice,Gujarat,Ahmedabad,North,0,1,1,0,0
2006,63,Male,None,4.77,427582.3,Sugarcane,Gujarat,Bhavnagar,West,0,0,0,0,0
2007,32,Male,Secondary,8.96,200976.23,Rice,Punjab,Amritsar,East,0,0,1,0,0
2008,42,Male,None,6.41,263013.54,Rice,Gujarat,Vadodara,West,0,0,1,0,0
2009,47,Female,Higher,9.91,15354.92,Sugarcane,Punjab,Amritsar,North,0,0,0,0,0
2010,31,Female,None,8.28,396879.79,Maize,Karnataka,Hubballi,North,1,0,0,0,0
2011,24,Female,Primary,0.92,137148.98,Wheat,Punjab,Patiala,South,0,1,0,1,0
2012,34,Male,Secondary,3.55,410111.96,Maize,Maharashtra,Nagpur,West,0,0,0,0,0
2013,61,Female,Higher,5.93,140162.95,Maize,Karnataka,Belagavi,North,0,1,1,0,0
2014,37,Male,Higher,7.35,15286.36,Wheat,Gujarat,Vadodara,South,0,0,1,0,0
2015,53,Female,None,5.73,85867.35,Sugarcane,Maharashtra,Pune,East,0,0,0,0,0
2016,26,Male,None,7.97,492984.62,Maize,Punjab,Patiala,West,0,0,0,0,0
2017,55,Female,None,3.19,166702.61,Cotton,Punjab,Amritsar,South,1,0,0,0,0
2018,65,Female,None,2.25,63323.71,Cotton,Tamil Nadu,Madurai,South,0,1,0,0,0
2019,39,Female,Higher,1.01,68191.81,Wheat,Bihar,Patna,East,1,0,1,1,1
2020,19,Male,None,5.95,162067.93,Cotton,Gujarat,Ahmedabad,South,1,1,0,0,0
2021,41,Male,Higher,7.04,28446.07,Sugarcane,Bihar,Gaya,South,0,1,0,0,0
2022,25,Male,None,3.6,260629.41,Rice,Karnataka,Hubballi,East,0,0,1,0,0
2023,28,Female,Secondary,6.33,114733.05,Sugarcane,Maharashtra,Mumbai,South,0,0,0,0,0
2024,30,Male,Secondary,1.0,264462.21,Wheat,Bihar,Gaya,West,1,0,0,0,1
2025,34,Male,None,1.44,78974.47,Rice,Karnataka,Mangaluru,North,0,0,1,1,0
2026,25,Male,None,7.17,220630.04,Cotton,Punjab,Jalandhar,South,0,1,0,0,0
2027,38,Male,Primary,4.0,302979.26,Maize,Bihar,Muzaffarpur,South,1,1,0,0,0
2028,35,Male,Secondary,6.88,40379.97,Cotton,Maharashtra,Pune,North,0,1,0,0,0
2029,47,Male,Higher,8.4,205387.16,Sugarcane,Tamil Nadu,Madurai,South,0,0,0,0,0
2030,35,Female,Secondary,8.6,158236.67,Sugarcane,Tamil Nadu,Chennai,East,0,0,0,0,0
2031,63,Female,Higher,2.14,127776.31,Wheat,Bihar,Muzaffarpur,West,0,1,1,0,0
2032,64,Male,None,5.12,306221.97,Maize,Tamil Nadu,Chennai,East,0,1,0,0,0
2033,48,Female,Secondary,7.47,298385.57,Maize,Karnataka,Bengaluru,North,0,1,1,0,0
2034,55,Female,Secondary,7.85,319042.91,Rice,Gujarat,Rajkot,East,0,0,0,0,0
2035,49,Male,Primary,7.95,87852.51,Rice,Maharashtra,Aurangabad,West,0,0,1,0,0
2036,28,Male,Primary,2.67,149997.53,Sugarcane,Punjab,Bathinda,South,1,1,0,0,0
2037,62,Female,Secondary,2.33,112742.6,Wheat,Maharashtra,Aurangabad,East,0,0,1,0,0
2038,42,Male,Secondary,6.11,274846.77,Sugarcane,Punjab,Patiala,South,0,0,0,0,0
2039,50,Female,Secondary,7.54,235922.19,Maize,Tamil Nadu,Tiruchirappalli,South,0,0,1,0,0
2040,55,Female,Higher,3.53,171843.93,Maize,Karnataka,Mangaluru,West,1,0,1,0,1
2041,58,Female,None,1.49,395147.26,Sugarcane,Punjab,Ludhiana,West,0,0,0,0,0
2042,25,Male,Primary,7.31,56047.13,Maize,Tamil Nadu,Chennai,South,0,0,1,0,0
2043,28,Female,None,3.35,487699.38,Rice,Punjab,Amritsar,West,1,1,0,0,0
2044,39,Male,Primary,2.08,67106.6,Maize,Bihar,Purnia,South,1,0,1,0,0
2045,68,Male,Primary,1.9,388804.7,Rice,Maharashtra,Aurangabad,South,0,1,0,0,0
2046,41,Male,Primary,3.49,190432.79,Cotton,Gujarat,Surat,East,0,0,0,0,0
2047,58,Male,Secondary,6.13,433978.49,Wheat,Gujarat,Bhavnagar,South,1,1,0,0,1
2048,34,Male,Primary,3.9,46343.27,Wheat,Karnataka,Mangaluru,North,0,1,1,0,0
2049,29,Female,None,0.7,193613.64,Maize,Tamil Nadu,Coimbatore,West,0,0,0,0,0
2050,63,Male,Primary,1.42,174367.27,Wheat,Karnataka,Bengaluru,North,1,1,1,0,0
2051,49,Male,None,3.26,496646.95,Cotton,Maharashtra,Nashik,North,0,0,0,0,0
2052,32,Male,Primary,6.77,492919.01,Maize,Gujarat,Bhavnagar,East,0,0,0,0,0
2053,33,Male,Primary,1.44,103003.94,Rice,Punjab,Amritsar,North,0,0,1,1,0
2054,39,Male,Secondary,5.83,318674.01,Cotton,Punjab,Jalandhar,West,1,1,0,0,1
2055,45,Female,None,1.64,272404.52,Cotton,Karnataka,Belagavi,South,0,1,0,0,0
2056,37,Male,Primary,2.51,85643.01,Wheat,Punjab,Amritsar,West,1,0,1,0,0
2057,50,Male,Primary,2.14,92212.06,Rice,Punjab,Ludhiana,East,0,0,1,0,0
2058,27,Female,None,1.14,494733.35,Sugarcane,Punjab,Jalandhar,East,0,1,0,0,0
2059,57,Male,Primary,6.88,231837.7,Cotton,Bihar,Muzaffarpur,South,0,0,0,0,0
2060,49,Female,Higher,4.9,71642.63,Wheat,Tamil Nadu,Chennai,North,0,0,1,0,0
2061,67,Female,Secondary,8.4,115247.12,Cotton,Tamil Nadu,Salem,South,0,0,0,0,0
2062,50,Female,None,1.44,141490.55,Rice,Gujarat,Ahmedabad,North,0,0,1,1,0
2063,19,Female,Secondary,1.87,260349.46,Rice,Maharashtra,Aurangabad,North,0,0,1,0,0
2064,50,Male,Higher,3.41,174418.58,Maize,Punjab,Amritsar,North,0,1,1,0,0
2065,50,Male,Higher,7.78,232955.78,Sugarcane,Karnataka,Belagavi,North,0,1,0,0,0
2066,58,Female,Higher,3.4,91584.78,Sugarcane,Punjab,Bathinda,North,0,0,0,0,0
2067,30,Female,None,4.38,170097.06,Wheat,Maharashtra,Nashik,South,0,1,1,0,0
2068,47,Male,Higher,3.37,44455.13,Sugarcane,Punjab,Amritsar,East,0,0,0,0,0
2069,50,Female,None,1.26,445958.03,Rice,Bihar,Purnia,East,0,0,0,0,0
2070,30,Female,None,9.42,107388.71,Sugarcane,Maharashtra,Aurangabad,East,0,1,0,0,0
2071,69,Female,Primary,5.71,380881.07,Wheat,Tamil Nadu,Salem,South,0,1,0,0,0
2072,43,Male,None,7.98,181280.38,Cotton,Tamil Nadu,Salem,West,0,0,0,0,0
2073,39,Female,Higher,6.75,242454.69,Sugarcane,Bihar,Bhagalpur,South,0,1,0,0,0
2074,56,Male,None,5.39,152717.91,Sugarcane,Tamil Nadu,Coimbatore,East,0,1,0,0,0
2075,19,Male,None,1.35,351256.22,Rice,Gujarat,Ahmedabad,West,1,0,0,0,0
2076,55,Male,Secondary,6.61,423827.75,Rice,Bihar,Bhagalpur,North,1,1,0,0,1
2077,56,Female,Higher,1.98,150272.39,Cotton,Tamil Nadu,Tiruchirappalli,East,0,1,0,0,0
2078,43,Female,None,4.44,128686.65,Maize,Tamil Nadu,Tiruchirappalli,East,0,0,1,0,0
2079,63,Male,Primary,6.48,343905.73,Sugarcane,Gujarat,Surat,North,1,0,0,0,0
2080,67,Male,None,7.93,105625.0,Rice,Punjab,Amritsar,West,1,1,1,0,0
2081,32,Male,None,7.01,323521.49,Maize,Maharashtra,Pune,North,0,1,0,0,0
2082,51,Female,Secondary,6.88,56269.76,Sugarcane,Tamil Nadu,Madurai,North,1,0,0,0,1
2083,59,Female,Higher,1.92,313867.21,Sugarcane,Maharashtra,Nagpur,South,0,0,0,0,0
2084,61,Male,Higher,3.79,261569.3,Maize,Maharashtra,Nagpur,North,0,1,1,0,0
2085,66,Male,Primary,0.91,65813.8,Rice,Tamil Nadu,Chennai,East,0,0,0,1,0
2086,57,Female,Primary,7.34,328060.78,Cotton,Maharashtra,Aurangabad,East,0,1,0,0,0
2087,28,Male,Primary,9.55,228813.01,Sugarcane,Gujarat,Vadodara,East,0,1,0,0,0
2088,20,Female,None,3.01,116386.37,Wheat,Bihar,Patna,West,0,1,1,0,0
2089,23,Female,None,1.33,183158.24,Wheat,Gujarat,Ahmedabad,East,1,0,1,0,0
2090,26,Male,Primary,5.02,251130.03,Wheat,Karnataka,Hubballi,North,1,1,1,0,0
2091,23,Male,Higher,8.64,54861.57,Cotton,Bihar,Gaya,South,0,1,0,0,0
2092,26,Female,Higher,5.74,479228.65,Sugarcane,Tamil Nadu,Coimbatore,East,0,0,0,0,0
2093,56,Female,Primary,0.94,336125.46,Rice,Bihar,Purnia,West,0,0,0,0,0
2094,48,Female,Secondary,9.76,60242.14,Rice,Gujarat,Vadodara,North,0,0,1,0,0
2095,49,Female,Higher,8.37,413202.47,Cotton,Karnataka,Mangaluru,North,1,0,0,0,1
2096,58,Female,Higher,1.75,168051.92,Sugarcane,Bihar,Muzaffarpur,West,0,0,0,0,0
2097,67,Male,Primary,9.26,302431.77,Maize,Maharashtra,Pune,South,0,0,0,0,0
2098,29,Female,Higher,4.78,145799.99,Maize,Tamil Nadu,Coimbatore,West,1,1,1,0,1
2099,25,Female,None,4.03,369368.91,Sugarcane,Maharashtra,Nashik,South,1,0,0,0,0
2100,25,Female,None,4.88,364274.4,Sugarcane,Maharashtra,Nagpur,West,0,1,0,0,0
2101,67,Male,Higher,8.43,280501.29,Rice,Tamil Nadu,Coimbatore,North,1,1,1,0,1
2102,45,Male,None,6.77,128053.54,Cotton,Tamil Nadu,Chennai,East,1,1,0,0,0
2103,37,Female,Secondary,1.06,134314.87,Cotton,Punjab,Patiala,East,0,1,0,1,0
2104,64,Female,Higher,9.6,197602.77,Rice,Karnataka,Belagavi,South,0,1,1,0,0
2105,24,Male,Primary,1.9,81055.96,Wheat,Maharashtra,Pune,North,0,1,1,1,0
2106,28,Male,None,7.58,175451.3,Maize,Gujarat,Surat,East,1,1,1,0,0
2107,37,Male,Secondary,6.54,345333.75,Sugarcane,Maharashtra,Mumbai,West,0,0,0,0,0
2108,33,Male,Secondary,2.28,417114.19,Maize,Tamil Nadu,Madurai,North,0,0,0,0,0
2109,21,Female,None,2.12,172965.32,Maize,Tamil Nadu,Salem,North,0,0,1,0,0
2110,23,Male,Secondary,8.77,124459.23,Cotton,Bihar,Muzaffarpur,East,0,0,0,0,0
2111,39,Female,Higher,4.49,417994.86,Rice,Maharashtra,Mumbai,West,1,0,0,0,1
2112,43,Female,Secondary,6.72,446444.97,Wheat,Maharashtra,Mumbai,West,0,1,0,0,0
2113,20,Male,None,5.29,210910.55,Wheat,Tamil Nadu,Madurai,East,1,1,1,0,0
2114,58,Male,Secondary,7.41,23183.04,Rice,Gujarat,Bhavnagar,West,0,0,1,0,0
2115,59,Male,None,5.05,350531.19,Maize,Gujarat,Bhavnagar,East,1,0,0,0,0
2116,31,Male,None,3.23,394176.29,Rice,Maharashtra,Aurangabad,South,0,1,0,0,0
2117,28,Female,Secondary,3.95,18831.88,Rice,Karnataka,Mysuru,South,0,0,1,0,0
2118,35,Female,None,8.66,301565.12,Sugarcane,Punjab,Patiala,North,1,1,0,0,0
2119,29,Female,None,4.95,298300.69,Sugarcane,Tamil Nadu,Madurai,East,0,0,0,0,0
2120,40,Male,Primary,2.53,195566.88,Maize,Tamil Nadu,Coimbatore,West,0,0,1,0,0
2121,29,Female,Higher,9.38,377385.99,Cotton,Maharashtra,Nashik,West,1,0,0,0,1
2122,30,Male,None,8.07,219807.73,Wheat,Gujarat,Rajkot,East,0,0,1,0,0
2123,42,Female,Higher,1.03,341620.22,Sugarcane,Punjab,Patiala,North,1,1,0,0,1
2124,62,Male,Primary,9.99,263387.48,Maize,Punjab,Ludhiana,East,0,0,1,0,0
2125,68,Female,Primary,7.1,131747.66,Rice,Gujarat,Ahmedabad,West,1,0,1,0,0
2126,36,Female,Primary,2.02,307185.42,Sugarcane,Tamil Nadu,Salem,East,0,1,0,0,0
2127,63,Male,Primary,2.75,371085.16,Rice,Tamil Nadu,Chennai,West,1,0,0,0,0
2128,53,Female,Higher,7.08,487213.78,Rice,Tamil Nadu,Tiruchirappalli,West,0,0,0,0,0
2129,62,Female,Secondary,7.91,196253.38,Sugarcane,Karnataka,Hubballi,East,0,1,0,0,0
2130,25,Male,Secondary,2.77,41591.55,Maize,Maharashtra,Aurangabad,South,1,1,1,0,1
2131,46,Male,Higher,2.94,494105.9,Wheat,Karnataka,Hubballi,West,0,1,0,0,0
2132,49,Male,None,3.42,315665.26,Maize,Tamil Nadu,Salem,West,0,1,0,0,0
2133,68,Male,Higher,6.18,473760.72,Cotton,Punjab,Jalandhar,North,0,1,0,0,0
2134,61,Male,None,2.13,60875.27,Cotton,Maharashtra,Pune,West,1,0,0,0,0
2135,35,Female,None,1.49,177596.58,Wheat,Maharashtra,Nagpur,East,0,0,1,0,0
2136,23,Male,Secondary,6.95,75628.98,Cotton,Gujarat,Ahmedabad,South,0,0,0,0,0
2137,35,Female,Primary,7.9,419399.98,Rice,Tamil Nadu,Salem,West,1,1,0,0,0
2138,36,Female,Secondary,5.26,441367.94,Cotton,Tamil Nadu,Tiruchirappalli,South,0,0,0,0,0
2139,39,Male,Secondary,3.96,255642.73,Sugarcane,Tamil Nadu,Salem,North,1,1,0,0,1
2140,54,Female,Higher,4.6,101437.05,Rice,Tamil Nadu,Madurai,East,0,1,1,0,0
2141,49,Female,Higher,4.19,72288.29,Maize,Tamil Nadu,Salem,West,0,0,1,0,0
2142,58,Male,None,9.62,298200.41,Wheat,Tamil Nadu,Chennai,South,0,0,1,0,0
2143,20,Female,Higher,7.8,258124.4,Sugarcane,Maharashtra,Mumbai,West,0,1,0,0,0
2144,45,Male,None,2.48,350446.66,Sugarcane,Karnataka,Mysuru,South,1,1,0,0,0
2145,27,Male,None,4.15,159551.56,Wheat,Punjab,Patiala,North,0,1,1,0,0
2146,68,Male,Primary,5.67,207160.32,Cotton,Tamil Nadu,Chennai,South,0,1,0,0,0
2147,52,Female,Primary,6.32,20466.93,Wheat,Punjab,Ludhiana,West,0,0,1,0,0
2148,46,Female,Secondary,4.95,308970.09,Wheat,Gujarat,Surat,East,0,1,0,0,0
2149,32,Female,Primary,8.2,217340.33,Cotton,Maharashtra,Aurangabad,South,0,1,0,0,0
2150,50,Female,None,7.79,460684.67,Maize,Punjab,Patiala,South,0,1,0,0,0
2151,24,Male,Higher,5.3,324475.29,Wheat,Maharashtra,Nagpur,East,1,0,0,0,1
2152,29,Female,Primary,8.62,205360.3,Cotton,Bihar,Muzaffarpur,West,0,1,0,0,0
2153,66,Male,Primary,7.64,139158.7,Sugarcane,Karnataka,Belagavi,South,1,1,0,0,0
2154,47,Female,Primary,7.9,453589.62,Wheat,Bihar,Patna,North,1,0,0,0,0
2155,38,Female,Primary,9.59,17969.89,Wheat,Maharashtra,Aurangabad,West,0,1,1,0,0
2156,48,Female,None,3.03,170187.11,Maize,Gujarat,Bhavnagar,South,0,0,1,0,0
2157,41,Female,None,3.04,472317.74,Maize,Bihar,Gaya,North,0,0,0,0,0
2158,37,Female,Secondary,8.95,330476.17,Sugarcane,Maharashtra,Nashik,North,1,0,0,0,1
2159,54,Male,Higher,7.84,271032.34,Maize,Bihar,Gaya,East,1,1,1,0,1
2160,21,Female,Secondary,9.3,109732.01,Sugarcane,Maharashtra,Pune,West,1,0,0,0,1
2161,45,Female,Secondary,1.1,418353.64,Wheat,Karnataka,Belagavi,North,1,1,0,0,1
2162,61,Female,Primary,6.46,110057.54,Cotton,Gujarat,Vadodara,South,0,1,0,0,0
2163,37,Female,Higher,1.87,131644.23,Maize,Karnataka,Belagavi,West,0,0,1,1,0
2164,41,Male,Primary,5.29,104007.06,Sugarcane,Karnataka,Hubballi,East,1,0,0,0,0
2165,67,Female,None,1.98,87493.24,Maize,Maharashtra,Nagpur,North,0,0,1,1,0
2166,66,Male,Secondary,1.72,477123.12,Maize,Punjab,Ludhiana,North,0,1,0,0,0
2167,68,Female,Higher,0.62,304995.48,Rice,Bihar,Gaya,North,0,0,0,0,0
2168,49,Male,None,6.49,322540.19,Wheat,Bihar,Bhagalpur,South,0,0,0,0,0
2169,58,Male,Secondary,3.91,477619.48,Maize,Bihar,Gaya,West,0,0,0,0,0
2170,53,Male,Higher,1.5,122981.78,Cotton,Gujarat,Bhavnagar,South,0,0,0,1,0
2171,51,Male,Secondary,3.57,12899.59,Rice,Bihar,Muzaffarpur,North,0,1,1,0,0
2172,53,Male,Higher,2.1,303452.99,Sugarcane,Karnataka,Mysuru,East,0,0,0,0,0
2173,19,Female,Secondary,9.45,258843.98,Sugarcane,Punjab,Ludhiana,South,0,0,0,0,0
2174,32,Male,Primary,3.54,244048.68,Cotton,Bihar,Purnia,East,1,0,0,0,0
2175,51,Female,Secondary,3.67,40321.3,Cotton,Punjab,Amritsar,South,1,0,0,0,1
2176,53,Male,Secondary,8.48,232673.08,Wheat,Maharashtra,Aurangabad,East,0,1,1,0,0
